name,location,releaseYear,rating,length,genre,Streaming Service,serverId
Star Trek: Deep Space Nine,United States,1999,0,7 Seasons,"TV Action & Adventure, TV Sci-Fi & Fantasy",Netflix,0
My Runway,South Korea,2016,0,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Netflix,0
AJIN: Demi-Human,Japan,2016,0,2 Seasons,"Anime Series, International TV Shows",Netflix,0
Chasing Cameron,United States,2016,0,1 Season,"Reality TV, Teen TV Shows",Netflix,0
Sense8,United States,2018,0,2 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",Netflix,0
Crazyhead,United Kingdom,2016,0,1 Season,"British TV Shows, International TV Shows, TV Comedies",Netflix,0
Color of Woman,South Korea,2012,0,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Netflix,0
Goodbye My Wife,South Korea,2012,0,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Netflix,0
Happy And,South Korea,2012,0,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",Netflix,0
Heaven's Garden,South Korea,2011,0,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",Netflix,0
Ice Fantasy,China,2016,0,1 Season,"International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",Netflix,0
Immortal Classic,South Korea,2012,0,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",Netflix,0
InuYasha,Japan,2001,0,2 Seasons,"Anime Series, International TV Shows",Netflix,0
K-POP Extreme Survival,South Korea,2012,0,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Netflix,0
Merlin,United Kingdom,2012,0,5 Seasons,"British TV Shows, International TV Shows, TV Action & Adventure",Netflix,0
Miss Panda & Mr. Hedgehog,South Korea,2012,0,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Netflix,0
Tokyo Trial,"Canada, Japan, Netherlands",2017,0,1 Season,"International TV Shows, TV Dramas",Netflix,0
Captive,United Kingdom,2016,0,1 Season,"Crime TV Shows, Docuseries",Netflix,0
White Rabbit Project,United States,2016,0,1 Season,"Docuseries, International TV Shows, Reality TV",Netflix,0
Miss in Kiss,Taiwan,2016,0,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,0
The Cuba Libre Story,"France, Germany",2015,0,1 Season,"Docuseries, International TV Shows",Netflix,0
From Dusk Till Dawn,United States,2016,0,3 Seasons,"Classic & Cult TV, TV Action & Adventure, TV Horror",Netflix,0
Lost & Found Music Studios,Canada,2016,0,2 Seasons,"Kids' TV, TV Comedies, TV Dramas",Netflix,0
Back to 1989,Taiwan,2016,0,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,0
Bromance,Taiwan,2015,0,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,0
Refresh Man,Taiwan,2016,0,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,0
Gilmore Girls: A Year in the Life,United States,2016,0,1 Season,"TV Comedies, TV Dramas, Teen TV Shows",Netflix,0
La Niña,Colombia,2016,0,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Netflix,0
Paranoid,United Kingdom,2016,0,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",Netflix,0
Einsatzgruppen: The Nazi Death Squads,France,2009,0,1 Season,"Docuseries, International TV Shows",Netflix,0
Case,Iceland,2015,0,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Netflix,0
Danger Mouse,United Kingdom,2016,0,2 Seasons,"British TV Shows, Kids' TV",Netflix,0
Inborn Pair,Taiwan,2011,0,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,0
Just You,Taiwan,2013,0,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,0
Love Around,Taiwan,2013,0,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,0
Love Family,Taiwan,2013,0,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,0
Love Me or Leave Me,Taiwan,2012,0,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,0
Love Now,Taiwan,2012,0,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,0
Trailer Park Boys: Out of the Park: Europe,Canada,2016,0,1 Season,"International TV Shows, TV Comedies",Netflix,0
Containment,United States,2016,0,1 Season,"TV Dramas, TV Thrillers",Netflix,0
DEATH NOTE,Japan,2006,0,1 Season,"Anime Series, Crime TV Shows, International TV Shows",Netflix,0
Spotless,"United Kingdom, France",2015,0,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Netflix,0
Vampire Knight,Japan,2008,0,2 Seasons,"Anime Series, International TV Shows, Romantic TV Shows",Netflix,0
StoryBots Super Songs,United States,2016,0,1 Season,Kids' TV,Netflix,0
Be with Me,Taiwan,2015,0,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix,0
Be with You,Taiwan,2015,0,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix,0
Fall in Love with Me,Taiwan,2014,0,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,0
Love Cheque Charge,Taiwan,2014,0,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,0
Masha's Spooky Stories,"United States, Russia",2012,0,1 Season,Kids' TV,Netflix,0
Murphy's Law of Love,Taiwan,2015,0,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,0
Old Money,United States,2015,0,1 Season,"International TV Shows, TV Comedies, TV Dramas",Netflix,0
Someone Like You,Taiwan,2015,0,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix,0
When I See You Again,Taiwan,2015,0,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,0
VeggieTales in the House,United States,2016,0,4 Seasons,Kids' TV,Netflix,0
Chef's Table: France,,2016,0,1 Season,Docuseries,Netflix,0
Kulipari: An Army of Frogs,United States,2016,0,1 Season,Kids' TV,Netflix,0
Conspiracy,United Kingdom,2015,0,1 Season,"British TV Shows, Docuseries",Netflix,0
Dead Set,United Kingdom,2008,0,1 Season,"British TV Shows, TV Horror, TV Thrillers",Netflix,0
Forensic Files,United States,2011,0,9 Seasons,"Crime TV Shows, Docuseries, Science & Nature TV",Netflix,0
The Fierce Wife,Taiwan,2010,0,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix,0
Witches: A Century of Murder,United Kingdom,2015,0,1 Season,"British TV Shows, Crime TV Shows, Docuseries",Netflix,0
Glitter Force,Japan,2016,0,2 Seasons,"Anime Series, Kids' TV",Netflix,0
Behind Enemy Lines,United States,2001,0,1 Season,"British TV Shows, Docuseries",Netflix,0
Caught on Camera,United Kingdom,2015,0,3 Seasons,"British TV Shows, Crime TV Shows, Docuseries",Netflix,0
Cocaine,United Kingdom,2005,0,1 Season,"British TV Shows, Crime TV Shows, Docuseries",Netflix,0
Edge of the Universe,United Kingdom,2008,0,1 Season,"British TV Shows, Docuseries, Science & Nature TV",Netflix,0
La Esclava Blanca,Colombia,2016,0,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",Netflix,0
LEGO Bionicle: The Journey to One,United States,2016,0,2 Seasons,Kids' TV,Netflix,0
Popples,"United States, France",2016,0,3 Seasons,Kids' TV,Netflix,0
Kuromukuro,Japan,2016,0,2 Seasons,"Anime Series, International TV Shows",Netflix,0
Marco Polo,United States,2016,0,2 Seasons,"TV Action & Adventure, TV Dramas",Netflix,0
Justin Time GO!,,2016,0,1 Season,Kids' TV,Netflix,0
Hibana: Spark,Japan,2016,0,1 Season,"International TV Shows, TV Dramas",Netflix,0
72 Cutest Animals,Australia,2016,0,1 Season,"Docuseries, International TV Shows, Science & Nature TV",Netflix,0
72 Dangerous Places to Live,Australia,2016,0,1 Season,"Docuseries, International TV Shows, Science & Nature TV",Netflix,0
Cyborg 009 VS Devilman,"Japan, United States",2015,0,1 Season,"Anime Series, International TV Shows",Netflix,0
Justin Time,Canada,2012,0,2 Seasons,Kids' TV,Netflix,0
Terrace House: Boys & Girls in the City,Japan,2016,0,2 Seasons,"International TV Shows, Reality TV",Netflix,0
Netflix Presents: The Characters,United States,2016,0,1 Season,TV Comedies,Netflix,0
Your lie in April,Japan,2014,0,1 Season,"Anime Series, International TV Shows, Romantic TV Shows",Netflix,0
Cooked,United States,2016,0,1 Season,Docuseries,Netflix,0
Care Bears & Cousins,United States,2016,0,2 Seasons,Kids' TV,Netflix,0
Turbo FAST,United States,2016,0,3 Seasons,Kids' TV,Netflix,0
Masha's Tales,,2012,0,1 Season,Kids' TV,Netflix,0
Chelsea Does,United States,2016,0,1 Season,"Docuseries, Science & Nature TV",Netflix,0
Sammy & Co,France,2014,0,1 Season,"Kids' TV, TV Comedies",Netflix,0
Atelier,Japan,2015,0,1 Season,"International TV Shows, TV Dramas",Netflix,0
W/ Bob & David,United States,2015,0,1 Season,TV Comedies,Netflix,0
Hemlock Grove,United States,2015,0,3 Seasons,"TV Horror, TV Mysteries, TV Thrillers",Netflix,0
Wakfu: The Quest for the Six Eliatrope Dofus,,2014,0,1 Season,Kids' TV,Netflix,0
Wet Hot American Summer,United States,2015,0,1 Season,TV Comedies,Netflix,0
H2O: Mermaid Adventures,"Germany, Australia, France, China",2015,0,2 Seasons,Kids' TV,Netflix,0
Danger Mouse: Classic Collection,United Kingdom,1992,0,10 Seasons,"British TV Shows, Kids' TV, TV Comedies",Netflix,0
Oscar's Oasis,France,2011,0,1 Season,Kids' TV,Netflix,0
Lilyhammer,"Norway, United States",2014,0,3 Seasons,"Crime TV Shows, TV Comedies, TV Dramas",Netflix,0
Goosebumps,Canada,1998,0,5 Seasons,"Kids' TV, TV Thrillers",Netflix,0
The Borgias,"United States, Hungary, Ireland, Canada",2013,0,3 Seasons,TV Dramas,Netflix,0
The 4400,"United States, United Kingdom",2007,0,4 Seasons,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",Netflix,0
Breaking Bad,United States,2013,0,5 Seasons,"Crime TV Shows, TV Dramas, TV Thrillers",Netflix,0
Feb-09,,2018,0,1 Season,"International TV Shows, TV Dramas",Netflix,0
แผนร้ายนายเจ้าเล่ห์,,2016,0,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,0
Şubat,Turkey,2013,0,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Netflix,0
100% Hotter,United Kingdom,2017,0,1 Season,"British TV Shows, International TV Shows, Reality TV",Netflix,0
12 Years Promise,South Korea,2014,0,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Netflix,0
21 Sarfarosh: Saragarhi 1897,India,2018,0,1 Season,"International TV Shows, TV Dramas",Netflix,0
7 (Seven),India,2019,0,1 Season,TV Shows,Netflix,0
9 Months That Made You,United States,2016,0,1 Season,"British TV Shows, Docuseries, Science & Nature TV",Netflix,0
A Good Wife,Taiwan,2013,0,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix,0
A Man Called God,South Korea,2010,0,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",Netflix,0
A Young Doctor's Notebook and Other Stories,United Kingdom,2013,0,2 Seasons,"British TV Shows, TV Comedies, TV Dramas",Netflix,0
A.D. Kingdom and Empire,United States,2015,0,1 Season,TV Dramas,Netflix,0
Abnormal Summit,South Korea,2017,0,2 Seasons,"International TV Shows, Korean TV Shows, Stand-Up Comedy & Talk Shows",Netflix,0
Adam Ruins Everything,United States,2018,0,1 Season,TV Comedies,Netflix,0
Africa,United Kingdom,2013,0,1 Season,"British TV Shows, Docuseries, International TV Shows",Netflix,0
Age Gap Love,United Kingdom,2017,0,1 Season,"British TV Shows, Reality TV, Romantic TV Shows",Netflix,0
Age of Glory,,2010,0,2 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix,0
Agent Raghav,India,2015,0,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",Netflix,0
Ainsley Eats the Streets,United Kingdom,2014,0,1 Season,"British TV Shows, Docuseries, International TV Shows",Netflix,0
Alphablocks,United Kingdom,2014,0,5 Seasons,Kids' TV,Netflix,0
America's Book of Secrets,United States,2014,0,1 Season,Docuseries,Netflix,0
American Crime,United States,2017,0,3 Seasons,"Crime TV Shows, TV Dramas",Netflix,0
American Experience: The Circus,United States,2018,0,1 Season,Docuseries,Netflix,0
American Odyssey,United States,2015,0,1 Season,"TV Dramas, TV Thrillers",Netflix,0
An Innocent Mistake,Taiwan,2012,0,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix,0
Ancient Aliens,United States,2018,0,1 Season,"Docuseries, Science & Nature TV",Netflix,0
Anjaan: Rural Myths,India,2018,0,1 Season,"International TV Shows, TV Horror, TV Thrillers",Netflix,0
Anjaan: Special Crimes Unit,India,2018,0,1 Season,"International TV Shows, TV Horror, TV Mysteries",Netflix,0
Anthony Bourdain: Parts Unknown,United States,2018,0,5 Seasons,Docuseries,Netflix,0
忍者ハットリくん,Japan,2012,0,2 Seasons,"Anime Series, Kids' TV",Netflix,0
Atomic Puppet,"Canada, France",2016,0,1 Season,"Crime TV Shows, Kids' TV, TV Comedies",Netflix,0
Aussie Gold Hunters,Australia,2016,0,1 Season,"Docuseries, International TV Shows, Reality TV",Netflix,0
Bad Education,United Kingdom,2014,0,3 Seasons,"British TV Shows, TV Comedies",Netflix,0
Badalte Rishton Ki Dastaan,India,2013,0,1 Season,"International TV Shows, TV Dramas",Netflix,0
Bala Loca,Chile,2016,0,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",Netflix,0
Bangkok Bachelors,,2016,0,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,0
Bat Pat,Italy,2016,0,1 Season,Kids' TV,Netflix,0
Bates Motel,United States,2017,0,5 Seasons,"Crime TV Shows, TV Dramas, TV Horror",Netflix,0
Battle Creek,United States,2015,0,1 Season,"Crime TV Shows, TV Comedies, TV Dramas",Netflix,0
Battlefield Recovery,United Kingdom,2016,0,1 Season,"British TV Shows, Docuseries, Reality TV",Netflix,0
Be-Be-Bears,Russia,2018,0,1 Season,Kids' TV,Netflix,0
Beast Legends,Canada,2010,0,1 Season,Docuseries,Netflix,0
Beating Again,South Korea,2015,0,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Netflix,0
Beauty & the Beast,Canada,2016,0,4 Seasons,"Crime TV Shows, Romantic TV Shows, TV Dramas",Netflix,0
Beauty and the Bitches,,2016,0,2 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,0
Behind the Newsroom,,2015,0,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix,0
Behzat Ç.,Turkey,2010,0,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Netflix,0
Being Mary Jane: The Series,United States,2016,0,4 Seasons,"Romantic TV Shows, TV Dramas",Netflix,0
Ben 10,United States,2016,0,1 Season,Kids' TV,Netflix,0
Beyblade: Metal Fusion,Japan,2009,0,1 Season,"Anime Series, Kids' TV",Netflix,0
Bh Se Bhade,India,2013,0,1 Season,"International TV Shows, TV Comedies",Netflix,0
Bhaage Re Mann,India,2015,0,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix,0
Big Bad Beetleborgs,"United States, France, Japan",1997,0,2 Seasons,"Kids' TV, TV Comedies",Netflix,0
"Big Dreams, Small Spaces",United Kingdom,2017,0,3 Seasons,"British TV Shows, International TV Shows, Reality TV",Netflix,0
Bitten,Canada,2016,0,3 Seasons,"International TV Shows, TV Dramas, TV Horror",Netflix,0
Bitter Daisies,Spain,2018,0,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Netflix,0
Black Heart,Turkey,2014,0,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Netflix,0
Blood & Treasures,Thailand,2016,0,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",Netflix,0
Blue Planet II,United Kingdom,2017,0,1 Season,"British TV Shows, Docuseries, Science & Nature TV",Netflix,0
Bob Ross: Beauty Is Everywhere,,1991,0,1 Season,TV Shows,Netflix,0
Bondi Rescue,Australia,2016,0,1 Season,Reality TV,Netflix,0
Border Patrol,,2016,0,1 Season,Reality TV,Netflix,0
Borderline,United Kingdom,2017,0,2 Seasons,"British TV Shows, TV Comedies",Netflix,0
Botched Up Bodies,United Kingdom,2013,0,1 Season,"British TV Shows, Docuseries, International TV Shows",Netflix,0
Brain Games,United States,2016,0,3 Seasons,"Docuseries, Science & Nature TV",Netflix,0
Brave Miss World,"United States, Israel, Italy, South Africa",2013,0,1 Season,"Crime TV Shows, Docuseries",Netflix,0
Braxton Family Values,United States,2014,0,2 Seasons,Reality TV,Netflix,0
Bringing Sexy Back,,2015,0,1 Season,"International TV Shows, Reality TV",Netflix,0
Brown Nation,United States,2016,0,1 Season,TV Comedies,Netflix,0
Buddha,,2013,0,1 Season,"International TV Shows, TV Dramas",Netflix,0
"Bure Kaam Bura Natija, Kyun Bhai Chacha Haan Bhatija",,2017,0,1 Season,Kids' TV,Netflix,0
Burnistoun,United Kingdom,2012,0,2 Seasons,"British TV Shows, TV Comedies",Netflix,0
Cabins in the Wild with Dick Strawbridge,United Kingdom,2017,0,1 Season,"British TV Shows, International TV Shows, Reality TV",Netflix,0
Cain and Abel,South Korea,2009,0,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Netflix,0
Calico Critters,,2018,0,1 Season,Kids' TV,Netflix,0
Call Me Francis,Italy,2016,0,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",Netflix,0
Camelia la Texana,"Mexico, United States",2014,0,1 Season,"Crime TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Netflix,0
Camp X,Canada,2014,0,1 Season,Docuseries,Netflix,0
Can We Get Married?,South Korea,2012,0,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Netflix,0
Cannabis,France,2016,0,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Netflix,0
Care Bears: Welcome to Care-a-Lot,United States,2012,0,1 Season,Kids' TV,Netflix,0
Case Closed,Japan,2015,0,1 Season,"Anime Series, Crime TV Shows, TV Thrillers",Netflix,0
Castle of Stars,,2015,0,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,0
Chasing Monsters,Canada,2016,0,2 Seasons,"Docuseries, Reality TV, Science & Nature TV",Netflix,0
Cheapest Weddings,Australia,2016,0,1 Season,"International TV Shows, Reality TV",Netflix,0
Cheers,United States,1992,0,11 Seasons,"Classic & Cult TV, TV Comedies",Netflix,0
Chef & My Fridge,South Korea,2017,0,2 Seasons,"International TV Shows, Korean TV Shows, Reality TV",Netflix,0
Chewin' the Fat,United Kingdom,1999,0,1 Season,"British TV Shows, TV Comedies",Netflix,0
Chewing Gum,United Kingdom,2017,0,2 Seasons,"British TV Shows, International TV Shows, Romantic TV Shows",Netflix,0
Chill with Bob Ross,,1994,0,1 Season,TV Shows,Netflix,0
Christiane Amanpour: Sex & Love Around the World,United States,2018,0,1 Season,Docuseries,Netflix,0
Chuck Chicken,Malaysia,2017,0,1 Season,Kids' TV,Netflix,0
City in the Sky,United Kingdom,2016,0,1 Season,"British TV Shows, Docuseries, Science & Nature TV",Netflix,0
